0,http://www.kmooc.kr/courses/course-v1:SOGANGk+SOGANG13k+2021_T1_1/about,대학생을 위한 영어의 장벽 넘기,http://www.kmooc.kr/asset-v1:SOGANGk+SOGANG13k+2021_T1_1+type@asset+block@new_2021-하계_대학생을_위한_영어의_장벽넘기.jpg,교양,"언어,문학"
1,http://www.kmooc.kr/courses/course-v1:SOGANGk+SOGANG14k+2021_T1_1/about,직장인을 위한 영어의 장벽 넘기,http://www.kmooc.kr/asset-v1:SOGANGk+SOGANG14k+2021_T1_1+type@asset+block@new_2021-하계_직장인을_위한_영어의_장벽넘기.jpg,교양,"언어,문학"
2,http://www.kmooc.kr/courses/course-v1:YeungnamUnivK+YU21900+2021_01/about,지식재산권,http://www.kmooc.kr/asset-v1:YeungnamUnivK+YU21900+2021_01+type@asset+block@ㅇㅇㅇ.jpg,전공기초,법률
3,http://www.kmooc.kr/courses/course-v1:KHUk+KH509+2021-SW01/about,수학적 표현과 이산 구조,http://www.kmooc.kr/asset-v1:KHUk+KH509+2021-SW01+type@asset+block@경희대_수학적표현과이산구조_김휘용__썸네일_1.jpg,교양,"컴퓨터,통신1"
4,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_13+2020_T2/about,비름박 넘어 부산말,http://www.kmooc.kr/asset-v1:KSUk+KSUk_13+2020_T2+type@asset+block@비름박_넘어_부산말_썸네일_이미지.jpg,교양,"언어,문학"
5,http://www.kmooc.kr/courses/course-v1:CUK+CUK03+2021_1/about,일본취업과 기업문화,http://www.kmooc.kr/asset-v1:CUK+CUK03+2021_1+type@asset+block@썸네일.jpg,없음,"언어,문학"
6,http://www.kmooc.kr/courses/course-v1:CUK+CUK02+2021_1/about,사고와 안전의 이해 : 위험 관리에 대한 전략,http://www.kmooc.kr/asset-v1:CUK+CUK02+2021_1+type@asset+block@썸네일.jpg,없음,산업
7,http://www.kmooc.kr/courses/course-v1:NSU+NSU001+2020_T1_02/about,"글로벌시대, 문화관광콘텐츠의 이해",http://www.kmooc.kr/asset-v1:NSU+NSU001+2020_T1_02+type@asset+block@썸네일_문화관광2.jpg,교양,"경영,경제"
8,http://www.kmooc.kr/courses/course-v1:NSU+NSU002+2020_T1_02/about,생활 속의 물리치료,http://www.kmooc.kr/asset-v1:NSU+NSU002+2020_T1_02+type@asset+block@썸네일_물리치료.jpg,교양,"치료,보건"
9,http://www.kmooc.kr/courses/course-v1:KEPA+KEPA001+2021_T2/about,환경사건에 감춰진 진실,http://www.kmooc.kr/asset-v1:KEPA+KEPA001+2021_T2+type@asset+block@강자.png,교양,인문과학
10,http://www.kmooc.kr/courses/course-v1:JJU+JJU03+2020_J03_1/about,K-FOOD코디네이션(테이블코디네이션+푸드스타일링),http://www.kmooc.kr/asset-v1:JJU+JJU03+2020_J03_1+type@asset+block@_전주대_-K-FOOD썸네일.png,전공심화,응용예술
11,http://www.kmooc.kr/courses/course-v1:JJU+JJU02+2019_J02_1/about,4차 산업혁명 시대의 스마트한 삶-스마트 기술의 이해Ⅱ,http://www.kmooc.kr/asset-v1:JJU+JJU02+2019_J02_1+type@asset+block@썸네일_전주대학교한동욱_2.jpg,교양,"컴퓨터,통신1"
12,http://www.kmooc.kr/courses/course-v1:JJU+JJU01+2019_J01_1/about,4차 산업혁명 시대의 스마트한 삶- 스마트 기술의 이해Ⅰ,http://www.kmooc.kr/asset-v1:JJU+JJU01+2019_J01_1+type@asset+block@썸네일_전주대학교_한동욱_1.jpg,없음,"컴퓨터,통신1"
